"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Category"
"GO:0060485","mesenchyme development",134,-0.469407796301411,-1.80512182569326,2.18746184279757e-05,0.00136407267305757,0.00119384359154971,1810,"tags=45%, list=27%, signal=33%","4139/23332/84148/55625/6910/56983/4088/202018/1000/6772/25937/10979/998/6093/657/9978/3066/3516/1499/7046/65979/4017/7048/6659/57142/23272/25805/6926/655/90864/57057/4684/6092/677/10370/2651/2146/10253/182/2260/6422/653/5594/90/9037/57556/57181/2131/54437/8829/9464/7422/144165/58/2013/7042/10252/54756/2043/2042","Development"
"GO:0016358","dendrite development",118,-0.480667181960896,-1.81856019129836,3.5537490302543e-05,0.00208039369250703,0.0018207715224826,1145,"tags=31%, list=17%, signal=26%","221692/221935/6792/23316/1523/655/3251/8301/23327/84298/57520/4205/23011/4131/10611/1398/2146/5911/653/9693/2534/8829/144165/57118/5789/26037/9922/1600/53335/27185/11141/4147/23242/2043/8499/238","Development"
"GO:0010594","regulation of endothelial cell migration",73,-0.542313278289581,-1.92413845228428,5.72126939228135e-05,0.00321793357877629,0.00281635242530259,801,"tags=30%, list=12%, signal=27%","6667/6868/1460/8613/2113/306/90627/10769/56999/2260/9564/9037/5587/8829/3315/7422/5578/949/2013/9353/284/147372","Migration"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",52,-0.573787847003915,-1.9253512672354,6.04492981326767e-05,0.00336696721735113,0.00294678745112793,938,"tags=44%, list=14%, signal=38%","2778/5577/2776/2316/283383/9472/3360/2550/111/2782/776/9693/57211/10267/1129/5578/5144/6387/23284/1131/5140/11069/10846","Signaling"
"GO:0023056","positive regulation of signaling",705,-0.331430846693037,-1.42110048590514,7.55186584270257e-05,0.0038683084231772,0.00338556391632437,1408,"tags=28%, list=21%, signal=25%","6093/1950/657/4217/9978/3066/3708/79971/348654/5621/134/663/79933/138151/2182/55737/5518/57178/3908/858/23788/5019/51304/57787/102/3094/25921/23390/3516/5495/92140/51330/26053/84168/26035/8848/5604/8473/6872/54602/22876/123920/3624/55768/1499/2064/7046/26524/171023/22883/6774/6792/7048/6498/6659/11214/57142/3728/81/4756/25805/51322/54764/23316/6507/57616/64750/8904/655/192669/23387/8817/6812/27246/8301/3481/55182/28996/57045/3667/5519/23394/805/26065/5562/29970/10758/80213/93649/395/64083/5581/7334/6667/6868/2316/9530/151556/23118/79726/9472/121665/56034/1460/84280/774/8613/3840/57057/64762/5599/27032/8239/4215/1654/6009/405/3717/4170/65125/153769/2977/6092/2550/7181/2597/5908/857/10370/57551/768211/10769/29085/55366/4300/1398/2651/8085/22856/79577/2146/10253/182/2260/6422/26999/114897/255743/653/5594/90/7294/960/9037/9693/2534/81029/6198/57181/6780/4919/3707/23286/5587/2887/80310/406/3554/8829/222663/9464/1946/7422/4330/302/64084/5578/1012/10098/8682/27185/2898/949/7052/2982/6616/1896/5295/2013/9378/55504/7042/51762/22986/1131/2043/3912/284/11069/147372","Signaling"
"GO:0051093","negative regulation of developmental process",357,-0.369481797977496,-1.54408736712935,8.96171079888231e-05,0.00452972482997112,0.0039644390409369,1819,"tags=39%, list=27%, signal=30%","30000/4139/7528/84148/55692/6993/3690/58190/1284/5797/6910/55198/9860/2137/4088/51265/4904/57534/51441/27031/6772/25937/1500/348093/6461/23240/10979/2737/5108/55294/865/6093/657/4041/3066/4781/6648/285/10251/3516/57721/5787/8848/5978/161882/6272/8473/22876/3624/1499/2064/7046/171023/4017/2309/4780/6774/6431/6498/6659/57142/4756/25805/6926/115701/655/90864/9686/2778/3481/57045/5087/80349/7204/4879/54880/93649/4211/8451/5915/284273/22882/51232/80312/9759/3949/6760/79595/81792/2308/1289/6092/51460/4212/7060/81606/677/857/90627/10769/4077/79577/2146/79647/10253/56999/182/6422/653/5594/63976/9037/9693/57556/2534/55795/3707/9745/23286/406/8829/130733/9464/5230/7422/144165/28959/1600/53335/5318/6095/5295/664/10766/7042/9423/10252/54756/2043/5140/1290","Development"
"GO:0007423","sensory organ development",212,-0.411898118080061,-1.65854994922494,9.18424926968152e-05,0.00454224466035887,0.0039753964624665,1409,"tags=39%, list=21%, signal=31%","84100/4041/3066/10265/9474/4781/102/7111/3516/57545/5978/10210/341640/2909/3624/1499/7046/57835/5090/65979/221935/6774/7048/6498/6659/11078/6670/3985/6926/55212/655/2201/28996/57045/5087/283310/4211/5915/775/22882/57110/26146/5818/1289/4212/10370/2782/51141/10253/56999/10765/182/2260/55714/131544/653/5594/10848/55084/83605/26018/81029/4919/145173/357/8829/4774/9464/1052/7422/144165/51761/1301/25945/2070/7042/54549/2562/9423/10252/2043/1290","Development"
"GO:0050900","leukocyte migration",95,-0.495769163896237,-1.82380958598762,0.00010684922734572,0.00514395058963651,0.00450201266250767,811,"tags=42%, list=12%, signal=38%","25/84675/1399/5795/387/4739/998/8976/6093/27342/134/23075/102/57142/64083/6868/5339/119/1525/140885/65125/7060/1398/79647/653/5594/2534/2131/80310/7412/3554/7422/57118/79890/4627/5295/2013/6387/7042/9353","Migration"
"GO:0048588","developmental cell growth",104,-0.481550825882969,-1.79576026328342,0.000110533545744801,0.00519779468801576,0.00454913730114496,1237,"tags=39%, list=19%, signal=33%","51330/26053/57698/1002/57154/1499/6792/7048/57142/8904/23394/23327/4211/84298/9472/23011/91584/8239/4131/10611/10425/9175/65059/8085/26999/6586/9037/2131/57699/54437/8829/8470/1946/7422/144165/53335/27185/6387/9423/23242/9353","Development"
"GO:0008219","cell death",753,-0.323110588226921,-1.38752258750306,0.00011399139886519,0.00531681833568775,0.00465330742479208,1461,"tags=28%, list=22%, signal=25%","9748/2737/5563/894/5733/55294/10181/6197/152926/8874/6093/65267/4217/9978/4041/3066/3708/259230/83737/9474/5621/57099/134/663/138151/55737/5518/166/64344/57560/6648/23788/5325/7082/51304/57787/3094/25921/23390/79811/88/4000/92140/51330/1432/2729/8848/5978/6272/83787/5604/8473/3099/83931/10210/84899/3624/1499/2064/7046/26524/7534/8996/6196/2309/4780/10771/6431/7072/3320/1917/7048/6498/6659/1612/9181/57142/10987/81/260425/6262/6926/5757/115701/655/64769/7126/6812/30001/10432/28996/2934/5519/10116/23394/5562/65264/25959/3786/10758/384/93649/8451/5915/1982/64083/5581/6667/6868/2316/9530/2071/5527/56981/2908/2113/4205/57057/54583/10395/1760/23421/5599/10081/10533/57018/1654/2308/3717/4170/665/153769/6092/6418/51065/5315/8870/2597/56984/80331/205428/677/857/10370/57551/2632/10769/54476/79577/10253/9994/2260/6422/26999/3428/6586/3301/104/653/23097/5594/10848/90/9564/960/9037/83636/9693/57556/2534/10313/6198/26355/57181/3707/10625/5587/8503/23705/5163/8829/3315/9464/7422/8125/144165/5521/57118/8539/302/5578/23429/30011/4293/8682/2898/7052/5295/2070/664/2013/112399/6387/55504/7042/64332/9423/2023/2043/9353/231/284/238","Cell death"
"GO:0012501","programmed cell death",750,-0.322055115167914,-1.38284560025737,0.000119715008427125,0.00549444002677132,0.00480876286482009,1461,"tags=29%, list=22%, signal=25%","6461/4331/8850/9748/2737/5563/894/55294/10181/6197/152926/8874/6093/65267/4217/9978/4041/3066/3708/259230/83737/9474/5621/57099/134/663/138151/55737/5518/166/64344/57560/6648/23788/5325/7082/51304/57787/3094/25921/23390/79811/88/4000/92140/51330/1432/2729/8848/5978/6272/83787/5604/8473/3099/83931/10210/84899/3624/1499/2064/7046/26524/7534/8996/6196/2309/4780/10771/6431/7072/3320/1917/7048/6498/6659/1612/9181/57142/10987/81/260425/6262/6926/5757/115701/655/64769/7126/6812/30001/10432/28996/2934/5519/10116/23394/5562/65264/25959/3786/10758/384/93649/8451/5915/64083/5581/6667/6868/2316/9530/2071/5527/56981/2908/2113/4205/57057/54583/10395/1760/23421/5599/10081/10533/57018/1654/2308/3717/4170/665/153769/6092/6418/51065/5315/8870/2597/56984/80331/205428/677/857/10370/57551/2632/10769/54476/79577/10253/9994/2260/6422/26999/3428/6586/3301/104/653/23097/5594/10848/90/9564/960/9037/83636/9693/57556/2534/10313/6198/26355/57181/3707/10625/5587/8503/23705/5163/8829/3315/9464/7422/8125/144165/5521/57118/8539/302/5578/23429/30011/4293/8682/2898/7052/5295/2070/664/2013/112399/6387/55504/7042/64332/9423/2023/2043/9353/231/284/238","Cell death"
"GO:0060560","developmental growth involved in morphogenesis",105,-0.486527325928879,-1.81685297669017,0.000121128495569027,0.0055151918974564,0.00482692501139731,1237,"tags=39%, list=19%, signal=32%","51330/26053/57698/1002/57154/1499/6792/7048/57142/8904/23394/23327/84298/23011/91584/8239/4131/9175/65059/10253/10765/6422/26999/6586/9037/55083/2131/57699/54437/8829/1946/7422/144165/113622/53335/27185/6387/9423/23242/10252/9353","Development"
"GO:0060429","epithelium development",416,-0.352447693882942,-1.48416815647144,0.000129186557161357,0.00579018186277115,0.00506759767812232,1203,"tags=27%, list=18%, signal=24%","57545/5978/5604/9645/341640/2909/3624/1499/57835/26524/171023/65979/6431/55727/7048/6498/9788/6659/57142/11078/6046/6262/6926/55212/655/2778/55182/5087/10116/25959/384/5915/7716/3212/6868/2316/57110/26146/2071/1460/23022/2908/5339/9955/57057/10395/91584/81792/6009/3717/7430/1289/6092/4131/81606/5908/677/857/10370/90627/55366/2146/56913/10253/10765/182/2260/6422/9620/255743/653/5594/23254/90/83605/960/9693/55083/2736/81029/1266/1948/2131/5930/406/8829/9464/8543/5230/7422/7357/144165/25902/5362/83478/4643/5144/7052/1896/55504/7042/64332/9423/23242/10252/2317/2043/64478/9353/231/147495/90102","Development"
"GO:0023057","negative regulation of signaling",617,-0.333563907739762,-1.42551628773982,0.000131632391440512,0.00580903868995552,0.00508410127264164,1622,"tags=32%, list=24%, signal=27%","5894/57630/1399/5795/51441/55681/64844/27031/55023/23476/754/5590/1000/7532/2734/83860/6772/25937/9628/387/1500/80824/348093/90007/23240/2737/5563/55294/9978/3066/1859/27342/3708/9306/83737/1997/5621/134/5518/166/9912/57560/6648/80143/858/10251/4000/5495/1432/2729/197131/5978/83787/5604/8473/6872/2909/3624/57154/1499/51496/7046/26524/171023/65979/7534/8996/2309/6310/4780/6774/10771/25827/6498/9181/25843/25805/64750/8904/115701/655/90864/83891/9686/7126/6812/27246/2201/5577/11171/28996/57045/3667/4052/23394/5562/23592/25959/10758/93649/5998/23252/7334/6868/9612/51232/7321/151556/80312/30837/23118/79726/26146/57727/3949/7091/57057/54583/10395/27122/79595/81792/1654/2308/3717/4170/7430/140885/65125/153769/11261/2550/8870/8654/55435/81606/3476/1407/857/10769/29085/55366/4300/2146/51141/10253/6422/3428/10318/6586/3301/653/63976/90/5137/960/64853/57556/2534/9455/81029/11329/6198/83892/92235/9745/10625/23286/2887/406/9063/8829/9411/3315/84952/144165/5789/4163/80223/1600/57732/83478/8682/2898/5144/27303/6095/2070/6387/7042/22986/10252/54756/2023/2043/9353/5140/147495/284/10846","Signaling"
"GO:0051960","regulation of nervous system development",176,-0.420447144282492,-1.66492590592989,0.000150787954457229,0.00636081246118473,0.00556701658483733,1197,"tags=28%, list=18%, signal=24%","5978/57698/5604/1002/57154/1499/22883/6310/6792/6498/57142/9896/23316/1523/655/26230/23394/347731/5915/80059/3949/23011/6009/6092/4131/9175/2146/9037/9693/406/8829/1946/7422/147381/5789/302/64084/5578/1600/53335/27185/11141/7052/23768/9378/6387/9423/2043/9353/26011","Development"
"GO:0003205","cardiac chamber development",99,-0.485005305448,-1.79517900680724,0.000169157114325963,0.00678639416005628,0.00593948793032641,1244,"tags=35%, list=19%, signal=29%","3516/161882/7046/157378/7048/6659/6262/6926/655/93649/5915/57057/54583/9794/6092/10370/182/6586/653/55742/10848/90/57211/7134/4625/7135/8829/9464/8543/113622/1301/5318/7042/9353/8701","Development"
"GO:0045597","positive regulation of cell differentiation",338,-0.375049393308273,-1.56232695432275,0.000178590093545635,0.00701761210048843,0.006141851090214,1578,"tags=34%, list=24%, signal=27%","23476/5590/201501/6772/25937/387/4739/55603/6461/10979/2737/6601/865/6197/657/4217/4041/3066/663/57178/3908/6648/23788/8289/51330/1432/5978/57698/5604/1002/3624/57154/1499/7046/91807/4017/2309/6310/6774/6792/7048/6498/6659/9181/124936/25805/6046/23316/8904/1523/655/8817/2201/26230/23394/93649/7716/55012/9472/2113/57057/9794/23011/6009/405/3717/6092/4131/9175/677/2651/2146/79647/56999/182/2260/6422/115825/255743/10848/90/9037/9693/2736/81029/55795/1948/3707/1040/5587/406/8829/222663/1052/1946/7422/5789/5578/6457/1600/53335/27185/11141/339479/7052/2013/6387/7042/64332/9423/2043/9353/3912/26011","Development"
"GO:0048013","ephrin receptor signaling pathway",23,-0.69748010953495,-1.98443648962739,0.000206661233337692,0.00795715097757273,0.0069641404664132,724,"tags=43%, list=11%, signal=39%","1123/6760/1398/2534/1948/1946/26037/2043/285220/2042","Signaling"
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",38,-0.611008494391075,-1.93449636401001,0.000211203668770794,0.00799887135308809,0.00700065435891309,938,"tags=47%, list=14%, signal=41%","2778/5577/2776/283383/9472/3360/111/2782/9693/57211/10267/5578/5144/6387/23284/5140/11069/10846","Signaling"
"GO:0097529","myeloid leukocyte migration",51,-0.577232132171155,-1.93118864329573,0.000211975577481475,0.00799887135308809,0.00700065435891309,613,"tags=29%, list=9%, signal=27%","1525/140885/7060/79647/5594/80310/3554/7422/57118/79890/5295/2013/6387/7042/9353","Migration"
"GO:0043536","positive regulation of blood vessel endothelial cell migration",30,-0.649889124482056,-1.9571226057493,0.000226315430522645,0.00832289503146418,0.00728424158969646,1098,"tags=43%, list=16%, signal=36%","4780/8817/6667/6868/2113/10769/2260/5587/8829/3315/7422/5578/284","Migration"
"GO:0016054","organic acid catabolic process",87,0.404902732086435,1.80392161063537,0.000229550826218081,0.00833501955704512,0.00729485303837605,1659,"tags=49%, list=25%, signal=38%","51380/55268/11112/1374/10588/3033/2806/1743/137872/171586/64087/5826/30/549/1632/3295/6652/2746/36/55862/2110/6342/2805/3032/3945/56898/883/84693/5828/60496/138199/5465/3030/91452/51/1666/51390/56922/2108/37/56267/5467/10003","Metabolism"
"GO:0046395","carboxylic acid catabolic process",87,0.404902732086435,1.80392161063537,0.000229550826218081,0.00833501955704512,0.00729485303837605,1659,"tags=49%, list=25%, signal=38%","51380/55268/11112/1374/10588/3033/2806/1743/137872/171586/64087/5826/30/549/1632/3295/6652/2746/36/55862/2110/6342/2805/3032/3945/56898/883/84693/5828/60496/138199/5465/3030/91452/51/1666/51390/56922/2108/37/56267/5467/10003","Metabolism"
"GO:0045596","negative regulation of cell differentiation",265,-0.377053673441513,-1.54368392424382,0.000255748686626904,0.00896153531164623,0.00784318292827767,1628,"tags=37%, list=24%, signal=29%","4088/51265/4904/57534/51441/27031/6772/25937/348093/6461/23240/10979/2737/5108/55294/865/657/4041/6648/3516/57721/5787/8848/5978/161882/6272/3624/1499/2064/7046/171023/2309/4780/6774/6431/6498/6659/57142/25805/6926/655/90864/3481/57045/5087/80349/7204/93649/4211/8451/5915/284273/22882/51232/9759/3949/6760/81792/2308/1289/4212/81606/677/857/4077/79577/2146/79647/10253/182/6422/653/5594/63976/9037/9693/55795/3707/9745/406/8829/130733/9464/7422/144165/28959/1600/53335/5318/6095/5295/10766/7042/9423/10252/54756/2043/1290","Development"
"GO:0023061","signal release",154,-0.426945241402379,-1.66839733473869,0.000277119752086794,0.00940731371433099,0.00823333053537221,938,"tags=32%, list=14%, signal=29%","4041/3708/79971/134/2182/55737/5019/5978/3624/6659/6926/2778/6812/3667/84961/5581/6868/774/3840/26059/2308/3717/2550/22987/80331/5908/1407/111/29085/10765/2260/114897/27445/5587/54407/5125/406/1946/143425/80223/5578/8224/7052/6616/9378/6387/51762/1131/8499/11069","Signaling"
"GO:1904018","positive regulation of vasculature development",59,-0.548671780756538,-1.87826989115674,0.000285679579022567,0.00964084555795569,0.00843771883552721,1282,"tags=47%, list=19%, signal=39%","7082/285/92140/3099/1499/7046/4780/6774/7048/57142/3728/8817/28996/6667/2113/65125/5315/306/9037/5587/8829/3315/7422/5578/7052/2013/6387/147372","Development"
"GO:0002088","lens development in camera-type eye",36,-0.616924738372944,-1.93384726559592,0.00028848669003839,0.00967864409795465,0.00847080031691673,1259,"tags=50%, list=19%, signal=41%","7111/1499/7046/7048/6498/28996/4211/57110/5818/10370/10253/56999/10765/131544/81029/357/25945/10252","Development"
"GO:0015986","proton motive force-driven ATP synthesis",39,0.533417502887341,2.01548247693011,0.000301900456727628,0.00995539673280644,0.00871301568130909,1700,"tags=54%, list=26%, signal=40%","4717/4723/4715/4731/4710/517/10632/4714/518/9605/522/516/4705/84833/4719/93974/515/6390/509/4724/9556","Metabolism"
"GO:0042773","ATP synthesis coupled electron transport",43,0.493796517026996,1.90603628258815,0.00032788066857542,0.0106126715954052,0.00928826610461782,354,"tags=23%, list=5%, signal=22%","1537/4717/6622/4723/7386/4715/1329/4731/1716/4710","Metabolism"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",43,0.493796517026996,1.90603628258815,0.00032788066857542,0.0106126715954052,0.00928826610461782,354,"tags=23%, list=5%, signal=22%","1537/4717/6622/4723/7386/4715/1329/4731/1716/4710","Metabolism"
"GO:0009968","negative regulation of signal transduction",586,-0.330059353620347,-1.40849729986125,0.000338677022259273,0.0107943893150081,0.00944730641039026,1622,"tags=32%, list=24%, signal=26%","5894/57630/1399/5795/51441/55681/64844/27031/55023/23476/754/5590/1000/7532/2734/83860/6772/25937/9628/387/1500/80824/348093/23240/2737/5563/55294/9978/3066/1859/27342/3708/9306/83737/1997/5621/5518/166/9912/57560/6648/80143/858/10251/4000/5495/1432/2729/197131/83787/5604/8473/6872/2909/57154/1499/51496/7046/26524/171023/65979/7534/8996/2309/6310/4780/6774/10771/25827/6498/9181/25843/25805/64750/8904/115701/655/90864/83891/9686/7126/27246/2201/5577/11171/28996/57045/3667/4052/5562/23592/25959/10758/93649/5998/23252/7334/6868/9612/51232/7321/151556/80312/30837/23118/79726/26146/57727/7091/57057/54583/10395/27122/79595/81792/1654/2308/3717/4170/7430/140885/65125/153769/11261/8870/8654/81606/3476/1407/857/29085/55366/4300/2146/51141/10253/6422/3428/10318/6586/3301/653/63976/90/5137/960/64853/57556/2534/9455/81029/11329/6198/83892/92235/9745/10625/23286/2887/406/9063/8829/9411/3315/84952/144165/5789/4163/1600/57732/83478/8682/5144/27303/6095/2070/6387/7042/10252/54756/2023/2043/9353/5140/147495/284/10846","Signaling"
"GO:0050773","regulation of dendrite development",51,-0.566500652798174,-1.89528539062525,0.000377700051881748,0.0117764412915521,0.0103068034752628,1084,"tags=37%, list=16%, signal=31%","6792/23316/1523/655/23327/57520/23011/1398/2146/5911/653/9693/57118/5789/53335/11141/23242/2043/238","Development"
"GO:0048639","positive regulation of developmental growth",66,-0.526223288182576,-1.83529925633045,0.000384559208201944,0.0118613772981428,0.010381139915808,1244,"tags=39%, list=19%, signal=32%","3516/51330/1432/57698/1002/57154/6792/3481/23394/23327/9472/57057/7430/4131/9175/2260/9037/57699/8829/1946/7422/51761/53335/27185/6387/9423","Development"
"GO:0048568","embryonic organ development",159,-0.424648711776835,-1.66439410337088,0.000421145656600918,0.0127836647191506,0.0111883307267412,1244,"tags=40%, list=19%, signal=33%","348093/7004/998/2737/2186/657/10265/3516/57545/5978/161882/5604/9645/1499/7046/5090/65979/7048/11078/6670/6262/6926/55212/655/2201/3481/28996/5087/5915/3212/26146/5818/2071/57057/54583/91584/405/59343/677/10370/51141/10253/2260/653/5594/10848/90/55084/26018/2736/4325/5930/5125/9464/7422/144165/25902/51761/1301/25945/7042/9423/23242","Development"
"GO:0097530","granulocyte migration",27,-0.657738784419463,-1.94021504888001,0.000433701209453467,0.0130954938875502,0.0114612452581332,613,"tags=37%, list=9%, signal=34%","1525/7060/79647/5594/3554/7422/57118/2013/7042/9353","Migration"
"GO:1990806","ligand-gated ion channel signaling pathway",11,-0.811084947173219,-1.92628898591536,0.000441940143216039,0.0132467333714715,0.0115936108514296,208,"tags=55%, list=3%, signal=53%","823/3708/2894/2898/9378/1131","Signaling"
"GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",9,-0.838937616570558,-1.88889097404564,0.000443328012432026,0.0132467333714715,0.0115936108514296,168,"tags=44%, list=3%, signal=43%","5578/5144/5140/10846","Signaling"
